idx,name,op,target,phase,layer,direct_dependency_args,direct_dependency_nodes,direct_offspring_nodes,ancestor_count,descendant_count,strategy_count
767,div_4,call_function,div.Tensor,forward,4,2,2,1,541,5330,6
768,convert_element_type_115,call_function,convert_element_type.default,forward,4,1,1,1,542,5329,6
769,dtype_cast_44,call_function,dtype_cast.default,forward,4,1,1,1,1,5333,3
770,permute_53,call_function,permute.default,forward,4,1,1,1,2,5332,3
771,alias_default_140,call_function,alias.default,forward,4,1,1,2,3,5331,3
772,einsum_default_33,call_function,einsum.default,forward,4,2,2,1,534,5329,5
773,alias_default_139,call_function,alias.default,forward,4,1,1,2,543,5328,4
774,alias_default_141,call_function,alias.default,forward,4,1,1,2,535,5328,4
775,mul_34,call_function,mul.Tensor,forward,4,2,2,1,550,5327,8
776,dtype_cast_45,call_function,dtype_cast.default,forward,4,1,1,1,1,5329,3
777,permute_54,call_function,permute.default,forward,4,1,1,1,2,5328,3
778,alias_default_142,call_function,alias.default,forward,4,1,1,2,551,5326,4
779,alias_default_143,call_function,alias.default,forward,4,1,1,2,3,5327,3
780,einsum_default_34,call_function,einsum.default,forward,4,2,2,1,556,5325,5
781,add_24,call_function,add.Tensor,forward,4,2,2,1,557,5324,10
782,dtype_cast_46,call_function,dtype_cast.default,forward,5,1,1,1,1,5313,2
783,alias_default_144,call_function,alias.default,forward,4,1,1,3,558,5323,4
784,convert_element_type_120,call_function,convert_element_type.default,forward,5,1,1,1,559,5321,4
785,alias_default_146,call_function,alias.default,forward,5,1,1,2,560,5320,4
786,pow_11,call_function,pow.Tensor_Scalar,forward,5,1,1,1,561,5319,4
787,mean_10,call_function,mean.dim,forward,5,1,1,1,562,5318,4
788,add_25,call_function,add.Scalar,forward,5,1,1,1,563,5317,3
789,rsqrt_10,call_function,rsqrt.default,forward,5,1,1,1,564,5316,3
790,alias_default_147,call_function,alias.default,forward,5,1,1,3,565,5315,3
791,mul_35,call_function,mul.Tensor,forward,5,2,2,1,566,5311,8
792,alias_default_145,call_function,alias.default,forward,5,1,1,2,2,5312,2
793,mul_36,call_function,mul.Tensor,forward,5,2,2,1,570,5310,8
794,convert_element_type_121,call_function,convert_element_type.default,forward,5,1,1,1,571,5309,6
795,dtype_cast_47,call_function,dtype_cast.default,forward,5,1,1,1,1,5296,3
796,permute_55,call_function,permute.default,forward,5,1,1,1,2,5295,3
797,alias_default_148,call_function,alias.default,forward,5,1,1,6,572,5308,4
798,alias_default_149,call_function,alias.default,forward,5,1,1,2,3,5294,3
799,einsum_default_35,call_function,einsum.default,forward,5,2,2,1,577,5292,5
800,dtype_cast_48,call_function,dtype_cast.default,forward,5,1,1,1,1,5296,3
801,permute_56,call_function,permute.default,forward,5,1,1,1,2,5295,3
802,alias_default_150,call_function,alias.default,forward,5,1,1,2,3,5294,3
803,einsum_default_36,call_function,einsum.default,forward,5,2,2,1,577,5292,5
804,dtype_cast_49,call_function,dtype_cast.default,forward,5,1,1,1,1,5289,3
805,permute_57,call_function,permute.default,forward,5,1,1,1,2,5288,3
806,alias_default_151,call_function,alias.default,forward,5,1,1,2,3,5287,3
807,einsum_default_37,call_function,einsum.default,forward,5,2,2,1,577,5285,5
808,view_121,call_function,view.default,forward,5,1,1,1,578,5291,4
809,view_122,call_function,view.default,forward,5,1,1,1,578,5291,4
810,view_123,call_function,view.default,forward,5,1,1,1,578,5284,4
811,convert_element_type_128,call_function,convert_element_type.default,forward,5,1,1,1,579,5290,4
812,view_124,call_function,view.default,forward,5,1,1,1,580,5289,4
813,view_as_complex_10,call_function,view_as_complex.default,forward,5,1,1,1,581,5288,6
814,convert_element_type_129,call_function,convert_element_type.default,forward,5,1,1,1,579,5290,4
815,view_125,call_function,view.default,forward,5,1,1,1,580,5289,4
816,view_as_complex_11,call_function,view_as_complex.default,forward,5,1,1,1,581,5288,6
817,view_126,call_function,view.default,forward,5,1,1,1,2,5299,3
818,alias_default_152,call_function,alias.default,forward,5,1,1,4,3,5298,3
819,mul_37,call_function,mul.Tensor,forward,5,2,2,1,584,5287,8
820,view_as_real_10,call_function,view_as_real.default,forward,5,1,1,1,585,5286,6
821,view_127,call_function,view.default,forward,5,1,1,1,586,5285,6
822,mul_38,call_function,mul.Tensor,forward,5,2,2,1,584,5287,8
823,view_as_real_11,call_function,view_as_real.default,forward,5,1,1,1,585,5286,6
824,view_128,call_function,view.default,forward,5,1,1,1,586,5285,6
825,convert_element_type_130,call_function,convert_element_type.default,forward,5,1,1,1,587,5284,6
826,convert_element_type_131,call_function,convert_element_type.default,forward,5,1,1,1,587,5284,6
827,permute_58,call_function,permute.default,forward,5,1,1,1,588,5283,6
828,permute_59,call_function,permute.default,forward,5,1,1,1,588,5283,6
829,permute_60,call_function,permute.default,forward,5,1,1,1,579,5283,4
830,alias_default_153,call_function,alias.default,forward,5,1,1,2,589,5282,4
831,alias_default_154,call_function,alias.default,forward,5,1,1,2,589,5282,4
832,alias_default_155,call_function,alias.default,forward,5,1,1,2,580,5282,4
833,_scaled_dot_product_flash_attention_5,call_function,_scaled_dot_product_flash_attention.default,forward,5,3,3,4,613,5281,2
834,getitem_45,call_function,getitem,forward,5,1,1,1,614,5277,2
835,getitem_46,call_function,getitem,forward,5,1,1,1,614,614,2
836,getitem_51,call_function,getitem,forward,5,1,1,1,614,614,1
837,getitem_52,call_function,getitem,forward,5,1,1,1,614,614,1
838,alias_default_156,call_function,alias.default,forward,5,1,1,2,615,5276,4
839,permute_61,call_function,permute.default,forward,5,1,1,1,616,5275,4
840,view_129,call_function,view.default,forward,5,1,1,1,617,5274,3
841,dtype_cast_50,call_function,dtype_cast.default,forward,5,1,1,1,1,5276,3
842,permute_62,call_function,permute.default,forward,5,1,1,1,2,5275,3
843,alias_default_157,call_function,alias.default,forward,5,1,1,2,618,5273,4
844,alias_default_158,call_function,alias.default,forward,5,1,1,2,3,5274,3
845,einsum_default_38,call_function,einsum.default,forward,5,2,2,1,623,5272,5
846,add_26,call_function,add.Tensor,forward,5,2,2,1,624,5271,10
847,dtype_cast_51,call_function,dtype_cast.default,forward,5,1,1,1,1,5260,2
848,alias_default_159,call_function,alias.default,forward,5,1,1,3,625,5270,4
849,convert_element_type_134,call_function,convert_element_type.default,forward,5,1,1,1,626,5268,4
850,alias_default_161,call_function,alias.default,forward,5,1,1,2,627,5267,4
851,pow_12,call_function,pow.Tensor_Scalar,forward,5,1,1,1,628,5266,4
852,mean_11,call_function,mean.dim,forward,5,1,1,1,629,5265,4
853,add_27,call_function,add.Scalar,forward,5,1,1,1,630,5264,3
854,rsqrt_11,call_function,rsqrt.default,forward,5,1,1,1,631,5263,3
855,alias_default_162,call_function,alias.default,forward,5,1,1,3,632,5262,3
856,mul_39,call_function,mul.Tensor,forward,5,2,2,1,633,5258,8
857,alias_default_160,call_function,alias.default,forward,5,1,1,2,2,5259,2
858,mul_40,call_function,mul.Tensor,forward,5,2,2,1,637,5257,8
859,convert_element_type_135,call_function,convert_element_type.default,forward,5,1,1,1,638,5256,6
860,dtype_cast_52,call_function,dtype_cast.default,forward,5,1,1,1,1,5256,3
861,permute_63,call_function,permute.default,forward,5,1,1,1,2,5255,3
862,alias_default_163,call_function,alias.default,forward,5,1,1,4,639,5255,4
863,alias_default_164,call_function,alias.default,forward,5,1,1,2,3,5254,3
864,einsum_default_39,call_function,einsum.default,forward,5,2,2,1,644,5252,5
865,alias_default_165,call_function,alias.default,forward,5,1,1,2,645,5251,4
866,convert_element_type_138,call_function,convert_element_type.default,forward,5,1,1,1,646,5239,4
867,alias_default_166,call_function,alias.default,forward,5,1,1,2,647,5238,4
868,neg_5,call_function,neg.default,forward,5,1,1,1,648,5237,8
869,exp_5,call_function,exp.default,forward,5,1,1,1,649,5236,6
870,add_28,call_function,add.Tensor,forward,5,1,1,1,650,5235,4
871,div_5,call_function,div.Tensor,forward,5,2,2,1,651,5234,6
872,convert_element_type_139,call_function,convert_element_type.default,forward,5,1,1,1,652,5233,6
873,dtype_cast_53,call_function,dtype_cast.default,forward,5,1,1,1,1,5237,3
874,permute_64,call_function,permute.default,forward,5,1,1,1,2,5236,3
875,alias_default_168,call_function,alias.default,forward,5,1,1,2,3,5235,3
876,einsum_default_40,call_function,einsum.default,forward,5,2,2,1,644,5233,5
877,alias_default_167,call_function,alias.default,forward,5,1,1,2,653,5232,4
878,alias_default_169,call_function,alias.default,forward,5,1,1,2,645,5232,4
879,mul_41,call_function,mul.Tensor,forward,5,2,2,1,660,5231,8
880,dtype_cast_54,call_function,dtype_cast.default,forward,5,1,1,1,1,5233,3
881,permute_65,call_function,permute.default,forward,5,1,1,1,2,5232,3
882,alias_default_170,call_function,alias.default,forward,5,1,1,2,661,5230,4
883,alias_default_171,call_function,alias.default,forward,5,1,1,2,3,5231,3
884,einsum_default_41,call_function,einsum.default,forward,5,2,2,1,666,5229,5
885,add_29,call_function,add.Tensor,forward,5,2,2,1,667,5228,10
886,dtype_cast_55,call_function,dtype_cast.default,forward,6,1,1,1,1,5217,2
887,alias_default_172,call_function,alias.default,forward,5,1,1,3,668,5227,4
888,convert_element_type_144,call_function,convert_element_type.default,forward,6,1,1,1,669,5225,4
889,alias_default_174,call_function,alias.default,forward,6,1,1,2,670,5224,4
890,pow_13,call_function,pow.Tensor_Scalar,forward,6,1,1,1,671,5223,4
891,mean_12,call_function,mean.dim,forward,6,1,1,1,672,5222,4
892,add_30,call_function,add.Scalar,forward,6,1,1,1,673,5221,3
893,rsqrt_12,call_function,rsqrt.default,forward,6,1,1,1,674,5220,3
894,alias_default_175,call_function,alias.default,forward,6,1,1,3,675,5219,3
895,mul_42,call_function,mul.Tensor,forward,6,2,2,1,676,5215,8
896,alias_default_173,call_function,alias.default,forward,6,1,1,2,2,5216,2
897,mul_43,call_function,mul.Tensor,forward,6,2,2,1,680,5214,8
898,convert_element_type_145,call_function,convert_element_type.default,forward,6,1,1,1,681,5213,6
899,dtype_cast_56,call_function,dtype_cast.default,forward,6,1,1,1,1,5200,3
900,permute_66,call_function,permute.default,forward,6,1,1,1,2,5199,3
901,alias_default_176,call_function,alias.default,forward,6,1,1,6,682,5212,4
902,alias_default_177,call_function,alias.default,forward,6,1,1,2,3,5198,3
903,einsum_default_42,call_function,einsum.default,forward,6,2,2,1,687,5196,5
904,dtype_cast_57,call_function,dtype_cast.default,forward,6,1,1,1,1,5200,3
905,permute_67,call_function,permute.default,forward,6,1,1,1,2,5199,3
906,alias_default_178,call_function,alias.default,forward,6,1,1,2,3,5198,3
907,einsum_default_43,call_function,einsum.default,forward,6,2,2,1,687,5196,5
908,dtype_cast_58,call_function,dtype_cast.default,forward,6,1,1,1,1,5193,3
909,permute_68,call_function,permute.default,forward,6,1,1,1,2,5192,3
910,alias_default_179,call_function,alias.default,forward,6,1,1,2,3,5191,3
911,einsum_default_44,call_function,einsum.default,forward,6,2,2,1,687,5189,5
912,view_144,call_function,view.default,forward,6,1,1,1,688,5195,4
913,view_145,call_function,view.default,forward,6,1,1,1,688,5195,4
914,view_146,call_function,view.default,forward,6,1,1,1,688,5188,4
915,convert_element_type_152,call_function,convert_element_type.default,forward,6,1,1,1,689,5194,4
916,view_147,call_function,view.default,forward,6,1,1,1,690,5193,4
917,view_as_complex_12,call_function,view_as_complex.default,forward,6,1,1,1,691,5192,6
918,convert_element_type_153,call_function,convert_element_type.default,forward,6,1,1,1,689,5194,4
919,view_148,call_function,view.default,forward,6,1,1,1,690,5193,4
920,view_as_complex_13,call_function,view_as_complex.default,forward,6,1,1,1,691,5192,6
921,view_149,call_function,view.default,forward,6,1,1,1,2,5203,3
922,alias_default_180,call_function,alias.default,forward,6,1,1,4,3,5202,3
923,mul_44,call_function,mul.Tensor,forward,6,2,2,1,694,5191,8
924,view_as_real_12,call_function,view_as_real.default,forward,6,1,1,1,695,5190,6
925,view_150,call_function,view.default,forward,6,1,1,1,696,5189,6
926,mul_45,call_function,mul.Tensor,forward,6,2,2,1,694,5191,8
927,view_as_real_13,call_function,view_as_real.default,forward,6,1,1,1,695,5190,6
928,view_151,call_function,view.default,forward,6,1,1,1,696,5189,6
929,convert_element_type_154,call_function,convert_element_type.default,forward,6,1,1,1,697,5188,6
930,convert_element_type_155,call_function,convert_element_type.default,forward,6,1,1,1,697,5188,6
931,permute_69,call_function,permute.default,forward,6,1,1,1,698,5187,6
932,permute_70,call_function,permute.default,forward,6,1,1,1,698,5187,6
933,permute_71,call_function,permute.default,forward,6,1,1,1,689,5187,4
934,alias_default_181,call_function,alias.default,forward,6,1,1,2,699,5186,4
935,alias_default_182,call_function,alias.default,forward,6,1,1,2,699,5186,4
936,alias_default_183,call_function,alias.default,forward,6,1,1,2,690,5186,4
937,_scaled_dot_product_flash_attention_6,call_function,_scaled_dot_product_flash_attention.default,forward,6,3,3,4,723,5185,2
938,getitem_54,call_function,getitem,forward,6,1,1,1,724,5181,2
939,getitem_55,call_function,getitem,forward,6,1,1,1,724,724,2
940,getitem_60,call_function,getitem,forward,6,1,1,1,724,724,1
941,getitem_61,call_function,getitem,forward,6,1,1,1,724,724,1
942,alias_default_184,call_function,alias.default,forward,6,1,1,2,725,5180,4
943,permute_72,call_function,permute.default,forward,6,1,1,1,726,5179,4
944,view_152,call_function,view.default,forward,6,1,1,1,727,5178,3
945,dtype_cast_59,call_function,dtype_cast.default,forward,6,1,1,1,1,5180,3
946,permute_73,call_function,permute.default,forward,6,1,1,1,2,5179,3
947,alias_default_185,call_function,alias.default,forward,6,1,1,2,728,5177,4
948,alias_default_186,call_function,alias.default,forward,6,1,1,2,3,5178,3
949,einsum_default_45,call_function,einsum.default,forward,6,2,2,1,733,5176,5
950,add_31,call_function,add.Tensor,forward,6,2,2,1,734,5175,10
951,dtype_cast_60,call_function,dtype_cast.default,forward,6,1,1,1,1,5164,2
952,alias_default_187,call_function,alias.default,forward,6,1,1,3,735,5174,4
953,convert_element_type_158,call_function,convert_element_type.default,forward,6,1,1,1,736,5172,4
954,alias_default_189,call_function,alias.default,forward,6,1,1,2,737,5171,4
955,pow_14,call_function,pow.Tensor_Scalar,forward,6,1,1,1,738,5170,4
956,mean_13,call_function,mean.dim,forward,6,1,1,1,739,5169,4
957,add_32,call_function,add.Scalar,forward,6,1,1,1,740,5168,3
958,rsqrt_13,call_function,rsqrt.default,forward,6,1,1,1,741,5167,3
959,alias_default_190,call_function,alias.default,forward,6,1,1,3,742,5166,3
960,mul_46,call_function,mul.Tensor,forward,6,2,2,1,743,5162,8
961,alias_default_188,call_function,alias.default,forward,6,1,1,2,2,5163,2
962,mul_47,call_function,mul.Tensor,forward,6,2,2,1,747,5161,8
963,convert_element_type_159,call_function,convert_element_type.default,forward,6,1,1,1,748,5160,6
964,dtype_cast_61,call_function,dtype_cast.default,forward,6,1,1,1,1,5160,3
965,permute_74,call_function,permute.default,forward,6,1,1,1,2,5159,3
966,alias_default_191,call_function,alias.default,forward,6,1,1,4,749,5159,4
967,alias_default_192,call_function,alias.default,forward,6,1,1,2,3,5158,3
968,einsum_default_46,call_function,einsum.default,forward,6,2,2,1,754,5156,5
969,alias_default_193,call_function,alias.default,forward,6,1,1,2,755,5155,4
970,convert_element_type_162,call_function,convert_element_type.default,forward,6,1,1,1,756,5143,4
971,alias_default_194,call_function,alias.default,forward,6,1,1,2,757,5142,4
972,neg_6,call_function,neg.default,forward,6,1,1,1,758,5141,8
973,exp_6,call_function,exp.default,forward,6,1,1,1,759,5140,6
974,add_33,call_function,add.Tensor,forward,6,1,1,1,760,5139,4
975,div_6,call_function,div.Tensor,forward,6,2,2,1,761,5138,6
976,convert_element_type_163,call_function,convert_element_type.default,forward,6,1,1,1,762,5137,6
977,dtype_cast_62,call_function,dtype_cast.default,forward,6,1,1,1,1,5141,3
978,permute_75,call_function,permute.default,forward,6,1,1,1,2,5140,3
979,alias_default_196,call_function,alias.default,forward,6,1,1,2,3,5139,3
980,einsum_default_47,call_function,einsum.default,forward,6,2,2,1,754,5137,5
981,alias_default_195,call_function,alias.default,forward,6,1,1,2,763,5136,4
982,alias_default_197,call_function,alias.default,forward,6,1,1,2,755,5136,4
983,mul_48,call_function,mul.Tensor,forward,6,2,2,1,770,5135,8
984,dtype_cast_63,call_function,dtype_cast.default,forward,6,1,1,1,1,5137,3
985,permute_76,call_function,permute.default,forward,6,1,1,1,2,5136,3
986,alias_default_198,call_function,alias.default,forward,6,1,1,2,771,5134,4
987,alias_default_199,call_function,alias.default,forward,6,1,1,2,3,5135,3
988,einsum_default_48,call_function,einsum.default,forward,6,2,2,1,776,5133,5
989,add_34,call_function,add.Tensor,forward,6,2,2,1,777,5132,10
990,dtype_cast_64,call_function,dtype_cast.default,forward,7,1,1,1,1,5121,2
991,alias_default_200,call_function,alias.default,forward,6,1,1,3,778,5131,4
992,convert_element_type_168,call_function,convert_element_type.default,forward,7,1,1,1,779,5129,4
993,alias_default_202,call_function,alias.default,forward,7,1,1,2,780,5128,4
994,pow_15,call_function,pow.Tensor_Scalar,forward,7,1,1,1,781,5127,4
995,mean_14,call_function,mean.dim,forward,7,1,1,1,782,5126,4
996,add_35,call_function,add.Scalar,forward,7,1,1,1,783,5125,3
997,rsqrt_14,call_function,rsqrt.default,forward,7,1,1,1,784,5124,3
998,alias_default_203,call_function,alias.default,forward,7,1,1,3,785,5123,3
999,mul_49,call_function,mul.Tensor,forward,7,2,2,1,786,5119,8
1000,alias_default_201,call_function,alias.default,forward,7,1,1,2,2,5120,2
1001,mul_50,call_function,mul.Tensor,forward,7,2,2,1,790,5118,8
1002,convert_element_type_169,call_function,convert_element_type.default,forward,7,1,1,1,791,5117,6
1003,dtype_cast_65,call_function,dtype_cast.default,forward,7,1,1,1,1,5104,3
1004,permute_77,call_function,permute.default,forward,7,1,1,1,2,5103,3
1005,alias_default_204,call_function,alias.default,forward,7,1,1,6,792,5116,4
1006,alias_default_205,call_function,alias.default,forward,7,1,1,2,3,5102,3
1007,einsum_default_49,call_function,einsum.default,forward,7,2,2,1,797,5100,5
1008,dtype_cast_66,call_function,dtype_cast.default,forward,7,1,1,1,1,5104,3
1009,permute_78,call_function,permute.default,forward,7,1,1,1,2,5103,3
1010,alias_default_206,call_function,alias.default,forward,7,1,1,2,3,5102,3
1011,einsum_default_50,call_function,einsum.default,forward,7,2,2,1,797,5100,5
1012,dtype_cast_67,call_function,dtype_cast.default,forward,7,1,1,1,1,5097,3
1013,permute_79,call_function,permute.default,forward,7,1,1,1,2,5096,3
1014,alias_default_207,call_function,alias.default,forward,7,1,1,2,3,5095,3
1015,einsum_default_51,call_function,einsum.default,forward,7,2,2,1,797,5093,5
1016,view_167,call_function,view.default,forward,7,1,1,1,798,5099,4
1017,view_168,call_function,view.default,forward,7,1,1,1,798,5099,4
1018,view_169,call_function,view.default,forward,7,1,1,1,798,5092,4
1019,convert_element_type_176,call_function,convert_element_type.default,forward,7,1,1,1,799,5098,4
1020,view_170,call_function,view.default,forward,7,1,1,1,800,5097,4
1021,view_as_complex_14,call_function,view_as_complex.default,forward,7,1,1,1,801,5096,6
1022,convert_element_type_177,call_function,convert_element_type.default,forward,7,1,1,1,799,5098,4
1023,view_171,call_function,view.default,forward,7,1,1,1,800,5097,4
1024,view_as_complex_15,call_function,view_as_complex.default,forward,7,1,1,1,801,5096,6
1025,view_172,call_function,view.default,forward,7,1,1,1,2,5107,3
1026,alias_default_208,call_function,alias.default,forward,7,1,1,4,3,5106,3
1027,mul_51,call_function,mul.Tensor,forward,7,2,2,1,804,5095,8
1028,view_as_real_14,call_function,view_as_real.default,forward,7,1,1,1,805,5094,6
1029,view_173,call_function,view.default,forward,7,1,1,1,806,5093,6
1030,mul_52,call_function,mul.Tensor,forward,7,2,2,1,804,5095,8
1031,view_as_real_15,call_function,view_as_real.default,forward,7,1,1,1,805,5094,6
1032,view_174,call_function,view.default,forward,7,1,1,1,806,5093,6
1033,convert_element_type_178,call_function,convert_element_type.default,forward,7,1,1,1,807,5092,6
1034,convert_element_type_179,call_function,convert_element_type.default,forward,7,1,1,1,807,5092,6
1035,permute_80,call_function,permute.default,forward,7,1,1,1,808,5091,6
1036,permute_81,call_function,permute.default,forward,7,1,1,1,808,5091,6
1037,permute_82,call_function,permute.default,forward,7,1,1,1,799,5091,4
1038,alias_default_209,call_function,alias.default,forward,7,1,1,2,809,5090,4
1039,alias_default_210,call_function,alias.default,forward,7,1,1,2,809,5090,4
1040,alias_default_211,call_function,alias.default,forward,7,1,1,2,800,5090,4
1041,_scaled_dot_product_flash_attention_7,call_function,_scaled_dot_product_flash_attention.default,forward,7,3,3,4,833,5089,2
1042,getitem_63,call_function,getitem,forward,7,1,1,1,834,5085,2
1043,getitem_64,call_function,getitem,forward,7,1,1,1,834,834,2
1044,getitem_69,call_function,getitem,forward,7,1,1,1,834,834,1
1045,getitem_70,call_function,getitem,forward,7,1,1,1,834,834,1
1046,alias_default_212,call_function,alias.default,forward,7,1,1,2,835,5084,4
1047,permute_83,call_function,permute.default,forward,7,1,1,1,836,5083,4
1048,view_175,call_function,view.default,forward,7,1,1,1,837,5082,3
1049,dtype_cast_68,call_function,dtype_cast.default,forward,7,1,1,1,1,5084,3
1050,permute_84,call_function,permute.default,forward,7,1,1,1,2,5083,3
1051,alias_default_213,call_function,alias.default,forward,7,1,1,2,838,5081,4
1052,alias_default_214,call_function,alias.default,forward,7,1,1,2,3,5082,3
1053,einsum_default_52,call_function,einsum.default,forward,7,2,2,1,843,5080,5
1054,add_36,call_function,add.Tensor,forward,7,2,2,1,844,5079,10
1055,dtype_cast_69,call_function,dtype_cast.default,forward,7,1,1,1,1,5068,2
1056,alias_default_215,call_function,alias.default,forward,7,1,1,3,845,5078,4
1057,convert_element_type_182,call_function,convert_element_type.default,forward,7,1,1,1,846,5076,4
1058,alias_default_217,call_function,alias.default,forward,7,1,1,2,847,5075,4
1059,pow_16,call_function,pow.Tensor_Scalar,forward,7,1,1,1,848,5074,4
1060,mean_15,call_function,mean.dim,forward,7,1,1,1,849,5073,4
1061,add_37,call_function,add.Scalar,forward,7,1,1,1,850,5072,3
1062,rsqrt_15,call_function,rsqrt.default,forward,7,1,1,1,851,5071,3
1063,alias_default_218,call_function,alias.default,forward,7,1,1,3,852,5070,3
1064,mul_53,call_function,mul.Tensor,forward,7,2,2,1,853,5066,8
1065,alias_default_216,call_function,alias.default,forward,7,1,1,2,2,5067,2
1066,mul_54,call_function,mul.Tensor,forward,7,2,2,1,857,5065,8
1067,convert_element_type_183,call_function,convert_element_type.default,forward,7,1,1,1,858,5064,6
1068,dtype_cast_70,call_function,dtype_cast.default,forward,7,1,1,1,1,5064,3
1069,permute_85,call_function,permute.default,forward,7,1,1,1,2,5063,3
1070,alias_default_219,call_function,alias.default,forward,7,1,1,4,859,5063,4
1071,alias_default_220,call_function,alias.default,forward,7,1,1,2,3,5062,3
1072,einsum_default_53,call_function,einsum.default,forward,7,2,2,1,864,5060,5
1073,alias_default_221,call_function,alias.default,forward,7,1,1,2,865,5059,4
1074,convert_element_type_186,call_function,convert_element_type.default,forward,7,1,1,1,866,5047,4
1075,alias_default_222,call_function,alias.default,forward,7,1,1,2,867,5046,4
1076,neg_7,call_function,neg.default,forward,7,1,1,1,868,5045,8
1077,exp_7,call_function,exp.default,forward,7,1,1,1,869,5044,6
1078,add_38,call_function,add.Tensor,forward,7,1,1,1,870,5043,4
1079,div_7,call_function,div.Tensor,forward,7,2,2,1,871,5042,6
1080,convert_element_type_187,call_function,convert_element_type.default,forward,7,1,1,1,872,5041,6
1081,dtype_cast_71,call_function,dtype_cast.default,forward,7,1,1,1,1,5045,3
1082,permute_86,call_function,permute.default,forward,7,1,1,1,2,5044,3
1083,alias_default_224,call_function,alias.default,forward,7,1,1,2,3,5043,3
1084,einsum_default_54,call_function,einsum.default,forward,7,2,2,1,864,5041,5
1085,alias_default_223,call_function,alias.default,forward,7,1,1,2,873,5040,4
1086,alias_default_225,call_function,alias.default,forward,7,1,1,2,865,5040,4
1087,mul_55,call_function,mul.Tensor,forward,7,2,2,1,880,5039,8
1088,dtype_cast_72,call_function,dtype_cast.default,forward,7,1,1,1,1,5041,3
1089,permute_87,call_function,permute.default,forward,7,1,1,1,2,5040,3
1090,alias_default_226,call_function,alias.default,forward,7,1,1,2,881,5038,4
1091,alias_default_227,call_function,alias.default,forward,7,1,1,2,3,5039,3
1092,einsum_default_55,call_function,einsum.default,forward,7,2,2,1,886,5037,5
1093,add_39,call_function,add.Tensor,forward,7,2,2,1,887,5036,10
1094,dtype_cast_73,call_function,dtype_cast.default,forward,8,1,1,1,1,5025,2
1095,alias_default_228,call_function,alias.default,forward,7,1,1,3,888,5035,4
1096,convert_element_type_192,call_function,convert_element_type.default,forward,8,1,1,1,889,5033,4
1097,alias_default_230,call_function,alias.default,forward,8,1,1,2,890,5032,4
1098,pow_17,call_function,pow.Tensor_Scalar,forward,8,1,1,1,891,5031,4
1099,mean_16,call_function,mean.dim,forward,8,1,1,1,892,5030,4
1100,add_40,call_function,add.Scalar,forward,8,1,1,1,893,5029,3
1101,rsqrt_16,call_function,rsqrt.default,forward,8,1,1,1,894,5028,3
1102,alias_default_231,call_function,alias.default,forward,8,1,1,3,895,5027,3
1103,mul_56,call_function,mul.Tensor,forward,8,2,2,1,896,5023,8
1104,alias_default_229,call_function,alias.default,forward,8,1,1,2,2,5024,2
1105,mul_57,call_function,mul.Tensor,forward,8,2,2,1,900,5022,8
1106,convert_element_type_193,call_function,convert_element_type.default,forward,8,1,1,1,901,5021,6
1107,dtype_cast_74,call_function,dtype_cast.default,forward,8,1,1,1,1,5008,3
1108,permute_88,call_function,permute.default,forward,8,1,1,1,2,5007,3
1109,alias_default_232,call_function,alias.default,forward,8,1,1,6,902,5020,4
1110,alias_default_233,call_function,alias.default,forward,8,1,1,2,3,5006,3
1111,einsum_default_56,call_function,einsum.default,forward,8,2,2,1,907,5004,5
1112,dtype_cast_75,call_function,dtype_cast.default,forward,8,1,1,1,1,5008,3
1113,permute_89,call_function,permute.default,forward,8,1,1,1,2,5007,3
1114,alias_default_234,call_function,alias.default,forward,8,1,1,2,3,5006,3
1115,einsum_default_57,call_function,einsum.default,forward,8,2,2,1,907,5004,5
1116,dtype_cast_76,call_function,dtype_cast.default,forward,8,1,1,1,1,5001,3
1117,permute_90,call_function,permute.default,forward,8,1,1,1,2,5000,3
1118,alias_default_235,call_function,alias.default,forward,8,1,1,2,3,4999,3
1119,einsum_default_58,call_function,einsum.default,forward,8,2,2,1,907,4997,5
1120,view_190,call_function,view.default,forward,8,1,1,1,908,5003,4
1121,view_191,call_function,view.default,forward,8,1,1,1,908,5003,4
1122,view_192,call_function,view.default,forward,8,1,1,1,908,4996,4
1123,convert_element_type_200,call_function,convert_element_type.default,forward,8,1,1,1,909,5002,4
1124,view_193,call_function,view.default,forward,8,1,1,1,910,5001,4
1125,view_as_complex_16,call_function,view_as_complex.default,forward,8,1,1,1,911,5000,6
1126,convert_element_type_201,call_function,convert_element_type.default,forward,8,1,1,1,909,5002,4
1127,view_194,call_function,view.default,forward,8,1,1,1,910,5001,4
1128,view_as_complex_17,call_function,view_as_complex.default,forward,8,1,1,1,911,5000,6
1129,view_195,call_function,view.default,forward,8,1,1,1,2,5011,3
1130,alias_default_236,call_function,alias.default,forward,8,1,1,4,3,5010,3
1131,mul_58,call_function,mul.Tensor,forward,8,2,2,1,914,4999,8
1132,view_as_real_16,call_function,view_as_real.default,forward,8,1,1,1,915,4998,6
1133,view_196,call_function,view.default,forward,8,1,1,1,916,4997,6
1134,mul_59,call_function,mul.Tensor,forward,8,2,2,1,914,4999,8
1135,view_as_real_17,call_function,view_as_real.default,forward,8,1,1,1,915,4998,6
1136,view_197,call_function,view.default,forward,8,1,1,1,916,4997,6
1137,convert_element_type_202,call_function,convert_element_type.default,forward,8,1,1,1,917,4996,6
